title,author,genre,url_book,url_image
Тінь та кістка. Трилогія «Гриша». Книга 1,Лі Бардуґо,Художня література,/catalog/fentezi/tin-ta-kistka-trylohiya-grysha-knyha-1/,https://book-ye.com.ua//upload/resize_cache/iblock/603/230_355_1/5a4f682b_f073_11eb_8150_0050568ef5e6_9c0e1035_f074_11eb_8150_0050568ef5e6.jpg
Жовтий князь (Шкільна бібліотека української та світової літератури),Василь Барка,Художня література,/catalog/ukrayinska-klasyka/zhovtyj-knyaz-shkilna-biblioteka-ukrayinskoyi-ta-svitovoyi-literatury/,https://book-ye.com.ua//upload/resize_cache/iblock/239/230_355_1/32994837_85f2_11ed_8177_0050568ef5e6_4fab1548_85f3_11ed_8177_0050568ef5e6.jpg
Театр (Класика),Вільям Сомерсет Моем,Художня література,/catalog/zarubizhna-klasyka/teatr-klasyka/,https://book-ye.com.ua//upload/resize_cache/iblock/ca6/230_355_1/41c75532_081e_11ed_8173_0050568ef5e6_403098ef_0820_11ed_8173_0050568ef5e6.jpg
"Франкенштейн, або Сучасний Прометей (Класика)",Мері Шеллі,Художня література,/catalog/fantastyka/frankenshtejn-abo-suchasnyj-prometej-klasyka/,https://book-ye.com.ua//upload/resize_cache/iblock/250/230_355_1/078e66b8_dce3_11ec_8170_0050568ef5e6_24d05ee0_dce5_11ec_8170_0050568ef5e6.jpg
Клуб убивств по четвергах,Річард Осман,Художня література,/catalog/detektyvy/klub-ubyvstv-po-chetverhakh/,https://book-ye.com.ua//upload/resize_cache/iblock/91d/230_355_1/7d2c63ff_494c_11ec_8154_0050568ef5e6_9fa83cfc_4b9a_11ec_815c_0050568ef5e6.jpg
"Колесо Часу. Книга 4. Тінь, що сходить",Роберт Джордан,Художня література,/catalog/fentezi/koleso-chasu-knyha-4-tin-shcho-skhodyt/,https://book-ye.com.ua//upload/resize_cache/iblock/27e/230_355_1/9bc9aed7_3d8f_11ed_8175_0050568ef5e6_72d9d1e0_3d90_11ed_8175_0050568ef5e6.jpg
Полковнику ніхто не пише (Зібрання творів),Габріель Гарсія Маркес,Художня література,/catalog/zarubizhna-klasyka/polkovnyku-nikhto-ne-pyshe-zibrannya-tvoriv/,https://book-ye.com.ua//upload/resize_cache/iblock/12c/230_355_1/e1aa6d2b_3fe9_11ed_8175_0050568ef5e6_e2e16bb6_3fed_11ed_8175_0050568ef5e6.jpg
Найкращий сищик та битва з імперією. 1917-1918,Владислав Івченко,Художня література,/catalog/istorychnyj-detektyv/najkrashchyj-syshchyk-ta-bytva-z-imperiyeyu-1917-1918/,https://book-ye.com.ua//upload/resize_cache/iblock/9a0/230_355_1/9cd4bf2e_dff3_11ec_8170_0050568ef5e6_52c3e607_dff5_11ec_8170_0050568ef5e6.jpg
Сталевий Алхімік (Fullmetal Alchemist). Том 1,Хірому Аракава,Художня література,/catalog/manga/stalevyj-alkhimik-fullmetal-alchemist-tom-1/,https://book-ye.com.ua//upload/resize_cache/iblock/883/230_355_1/b48dc550_964d_11ed_8178_0050568ef5e6_e350f900_9720_11ed_8178_0050568ef5e6.jpg
Чоловік на ім'я Уве,Фредрік Бакман,Художня література,/catalog/suchasna-zarubizhna-proza/cholovik-na-im-ya-uve/,https://book-ye.com.ua//upload/resize_cache/iblock/333/230_355_1/f12c7d46_6caa_11e8_80fd_000c29ae1566_a317fd74_6cab_11e8_80fd_000c29ae1566.jpg
Моцарт 2.0. Книга 1,Дорж Бату,Художня література,/catalog/suchasna-ukrayinska-proza/motsart-2-0-knyha-1/,https://book-ye.com.ua//upload/resize_cache/iblock/2b3/230_355_1/98d6f96b_905b_11ea_8136_000c29ae1566_142b2d81_9061_11ea_8136_000c29ae1566.jpg
Двір мороку і гніву. Книга 2,Сара Дж. Маас,Художня література,/catalog/fentezi/dvir-moroku-i-hnivu-knyha-2/,https://book-ye.com.ua//upload/resize_cache/iblock/620/230_355_1/d8ad4c5b_6786_11eb_8148_000c29ae1566_6be45830_6787_11eb_8148_000c29ae1566.jpg
Біллі Саммерс,Стівен Кінг,Художня література,/catalog/mistychnyj-detektyv/billi-sammers/,https://book-ye.com.ua//upload/resize_cache/iblock/914/230_355_1/f00446c4_f6f1_11ec_8172_0050568ef5e6_c05aa264_f6f2_11ec_8172_0050568ef5e6.jpg
Е. Е.,Ольга Токарчук,Художня література,/catalog/suchasna-zarubizhna-proza/e-e/,https://book-ye.com.ua//upload/resize_cache/iblock/f08/230_355_1/049558c6_16eb_11ed_8173_0050568ef5e6_c7eee9bb_17cc_11ed_8173_0050568ef5e6.jpg
Трон зі скла. Книга 1,Сара Дж. Маас,Художня література,/catalog/fentezi/tron-zi-skla-knyha-1/,https://book-ye.com.ua//upload/resize_cache/iblock/ebe/230_355_1/d5dbd076_fa6e_11eb_8150_0050568ef5e6_a4613d47_fa6f_11eb_8150_0050568ef5e6.jpg
Привид Києва,Мацуда Джюко,Художня література,/catalog/manga/pryvyd-kyyeva/,https://book-ye.com.ua//upload/resize_cache/iblock/0cb/230_355_1/9c0a841c_f157_11ec_8172_0050568ef5e6_b9bd8463_f1f9_11ec_8172_0050568ef5e6.jpg
Медальйон трьох змій. Книга 1,Андрій Новік,Художня література,/catalog/fentezi/medaljon-trokh-zmij-knyha-1/,https://book-ye.com.ua//upload/resize_cache/iblock/804/230_355_1/1d1da7d6_2aa5_11ed_8175_0050568ef5e6_35d043f8_7173_11ed_8176_0050568ef5e6.jpg
Повість про санаторійну зону. Сентиментальна історія. Я (Романтика) (Неканонічний канон),Микола Хвильовий,Художня література,/catalog/ukrayinska-klasyka/povist-pro-sanatorijnu-zonu-sentymentalna-istoriya-ya-romantyka-nekanonichnyj-kanon/,https://book-ye.com.ua//upload/resize_cache/iblock/e6f/230_355_1/2db91426_2d27_11ed_8175_0050568ef5e6_b9759288_5604_11ed_8175_0050568ef5e6.jpg
Руїна та відновлення. Трилогія «Гриша». Книга 3,Лі Бардуґо,Художня література,/catalog/fentezi/ruyina-ta-vidnovlennya-trylohiya-grysha-knyha-3/,https://book-ye.com.ua//upload/resize_cache/iblock/1cb/230_355_1/6938a111_59fb_11ed_8175_0050568ef5e6_20da7ef8_59fc_11ed_8175_0050568ef5e6.jpg
Подорож ученого доктора Леонардо. Як будується оповідання. Поезії (Неканонічний канон),Майк Йогансен,Художня література,/catalog/ukrayinska-klasyka/podorozh-uchenoho-doktora-leonardo-yak-buduyetsya-opovidannya-poeziyi-nekanonichnyj-kanon/,https://book-ye.com.ua//upload/resize_cache/iblock/6a6/230_355_1/6f05b708_749b_11ed_8177_0050568ef5e6_ed8bdf77_749c_11ed_8177_0050568ef5e6.jpg
Снігопад,Ніл Стівенсон,Художня література,/catalog/kiberpank/snihopad/,https://book-ye.com.ua//upload/resize_cache/iblock/550/230_355_1/3e215cec_1a3a_11ed_8173_0050568ef5e6_715e9e2d_27a3_11ed_8175_0050568ef5e6.jpg
Смерть у подарунок,Віктор Янкевич,Художня література,/catalog/kryminalni-trylery/smert-u-podarunok/,https://book-ye.com.ua//upload/resize_cache/iblock/e65/230_355_1/6e924be9_5602_11ed_8175_0050568ef5e6_0bc18947_5603_11ed_8175_0050568ef5e6.jpg
Дюна. Книга 1,Френк Герберт,Художня література,/catalog/fantastyka/dyuna-knyha-1/,https://book-ye.com.ua//upload/resize_cache/iblock/9db/230_355_1/3ec97f0b_3000_11e7_80c5_000c29ae1566_07be5c4b_1a0d_11ec_8150_0050568ef5e6.jpg
Відьмак. Книга 5. Тьмяні Спогади,Бартош Штибор,Художня література,/catalog/komiksy/vidmak-knyha-5-tmyani-spohady/,https://book-ye.com.ua//upload/resize_cache/iblock/1a4/230_355_1/7fd5b8f6_1a37_11ed_8173_0050568ef5e6_0a58f1b6_6f11_11ed_8176_0050568ef5e6.jpg
Ведмеже місто,Фредрік Бакман,Художня література,/catalog/suchasna-zarubizhna-proza/vedmezhe-misto/,https://book-ye.com.ua//upload/resize_cache/iblock/638/230_355_1/a2f66207_fb17_11e9_8123_000c29ae1566_379f812c_fb19_11e9_8123_000c29ae1566.jpg
Вілла нашого кохання,Джоджо Мойєс,Художня література,/catalog/lyubovni-romany/villa-nashoho-kokhannya/,https://book-ye.com.ua//upload/resize_cache/iblock/8f6/230_355_1/3aae632c_0db4_11ed_8173_0050568ef5e6_fe983ce5_0db4_11ed_8173_0050568ef5e6.jpg
Спочатку їх було шістдесят,Владислав Івченко,Художня література,/catalog/korotki-istoriyi/spochatku-yikh-bulo-shistdesyat/,https://book-ye.com.ua//upload/resize_cache/iblock/cd0/230_355_1/7f292b36_43e5_11ed_8175_0050568ef5e6_5cf0ed43_43e8_11ed_8175_0050568ef5e6.jpg
Хроніки Амбера. П'ятикнижжя Мерліна. Том 2,Роджер Желязни,Художня література,/catalog/fantastyka/khroniky-ambera-p-yatyknyzhzhya-merlina-tom-2/,https://book-ye.com.ua//upload/resize_cache/iblock/3cb/230_355_1/040672e0_75ce_11eb_8149_0050568ef5e6_98059ed8_75ce_11eb_8149_0050568ef5e6.jpg
Нормальні люди,Саллі Руні,Художня література,/catalog/lyubovni-romany/normalni-lyudy/,https://book-ye.com.ua//upload/resize_cache/iblock/004/230_355_1/013d9f05_800b_11e6_80c0_000c29ae1566_68c686f7_f817_11ea_813d_000c29ae1566.jpg
Колгосп тварин,Джордж Орвелл,Художня література,/catalog/zarubizhna-klasyka/kolhosp-tvaryn/,https://book-ye.com.ua//upload/resize_cache/iblock/a06/230_355_1/33de1f73_870b_11e6_80c0_000c29ae1566_1a2650ff_9034_11ed_8178_0050568ef5e6.jpg
Рецепт ідеальної дружини,Карма Браун,Художня література,/catalog/zhinocha-proza/retsept-idealnoyi-druzhyny/,https://book-ye.com.ua//upload/resize_cache/iblock/3a9/230_355_1/6595c985_908b_11ec_816a_0050568ef5e6_099e0bcb_908f_11ec_816a_0050568ef5e6.jpg
Коханець леді Чаттерлі (Folio. Світова класика),Девід Герберт Лоуренс,Художня література,/catalog/zarubizhna-klasyka/kokhanets-ledi-chatterli-folio-svitova-klasyka/,https://book-ye.com.ua//upload/resize_cache/iblock/13a/230_355_1/28d1fcb6_3ff3_11ed_8175_0050568ef5e6_f451bbc4_3ff3_11ed_8175_0050568ef5e6.jpg
Задзеркалля,Керол Джонстоун,Художня література,/catalog/zhakhy-trylery/zadzerkallya/,https://book-ye.com.ua//upload/resize_cache/iblock/e2a/230_355_1/32c34611_0db9_11ed_8173_0050568ef5e6_6dc557aa_1493_11ed_8173_0050568ef5e6.jpg
Ініціація,Люко Дашвар,Художня література,/catalog/suchasna-ukrayinska-proza/initsiatsiya/,https://book-ye.com.ua//upload/resize_cache/iblock/930/230_355_1/7eca1849_a08c_11e8_8104_000c29ae1566_d7b2c06b_a15f_11ed_817a_0050568ef5e6.jpg
"На добраніч, Джун",Сара Джіо,Художня література,/catalog/suchasna-zarubizhna-proza/na-dobranich-dzhun/,https://book-ye.com.ua//upload/resize_cache/iblock/fb6/230_355_1/5031a8e1_8803_11eb_814a_0050568ef5e6_0eeb7f33_8804_11eb_814a_0050568ef5e6.jpg
Джерело,Ден Браун,Художня література,/catalog/detektyvy/dzherelo/,https://book-ye.com.ua//upload/resize_cache/iblock/bf7/230_355_1/00b85be3_6403_11e8_80fb_000c29ae1566_3891686a_bd6d_11eb_814a_0050568ef5e6.jpg
Колесо Часу. Книга 1. Око Світу,Роберт Джордан,Художня література,/catalog/fentezi/koleso-chasu-knyha-1-oko-svitu/,https://book-ye.com.ua//upload/resize_cache/iblock/dd3/230_355_1/57ae5394_a80a_11eb_814a_0050568ef5e6_dd6c905d_0f1e_11ec_8150_0050568ef5e6.jpg
Неймовірна. Ода до радості,Ірен Роздобудько,Художня література,/catalog/istorychni-romany/nejmovirna-oda-do-radosti/,https://book-ye.com.ua//upload/resize_cache/iblock/376/230_355_1/57fddedc_f7c0_11ec_8172_0050568ef5e6_fce61fcf_f907_11ec_8172_0050568ef5e6.jpg
У лісі,Тана Френч,Художня література,/catalog/zhakhy-trylery/u-lisi/,https://book-ye.com.ua//upload/resize_cache/iblock/f78/230_355_1/6197f8a1_8525_11ed_8177_0050568ef5e6_15bf4566_8c3d_11ed_8178_0050568ef5e6.jpg
Хроніки Амбера. П'ятикнижжя Корвіна. Том 1,Роджер Желязни,Художня література,/catalog/fantastyka/khroniky-ambera-p-yatyknyzhzhya-korvina-tom-1/,https://book-ye.com.ua//upload/resize_cache/iblock/66e/230_355_1/ac687be1_75ca_11eb_8149_0050568ef5e6_acef4139_75cc_11eb_8149_0050568ef5e6.jpg
Діви,Алекс Майклідіс,Художня література,/catalog/suchasna-zarubizhna-proza/divy/,https://book-ye.com.ua//upload/resize_cache/iblock/e57/230_355_1/fb6cc75c_304d_11ed_8175_0050568ef5e6_b9fcce70_4f9d_11ed_8175_0050568ef5e6.jpg
Правила будинку сидру,Джон Ірвінг,Художня література,/catalog/suchasna-zarubizhna-proza/pravyla-budynku-sydru/,https://book-ye.com.ua//upload/resize_cache/iblock/499/230_355_1/a3bb551b_197f_11ed_8173_0050568ef5e6_927f0cd6_1a24_11ed_8173_0050568ef5e6.jpg
Кактус,Сара Гейвуд,Художня література,/catalog/suchasna-zarubizhna-proza/kaktus/,https://book-ye.com.ua//upload/resize_cache/iblock/38e/230_355_1/26a81c3f_d4f3_11eb_814e_0050568ef5e6_4c978b30_d4f4_11eb_814e_0050568ef5e6.jpg
Експансія. Книга 1. І прокинеться Левіафан,Джеймс С. А. Корі,Художня література,/catalog/kosmichna-fantastyka/ekspansiya-knyha-1-i-prokynetsya-leviafan/,https://book-ye.com.ua//upload/resize_cache/iblock/b02/230_355_1/f6c652a4_a80c_11eb_814a_0050568ef5e6_bdd0e191_bc57_11eb_814a_0050568ef5e6.jpg
"Де ж ти дівся, світе мій прекрасний?",Саллі Руні,Художня література,/catalog/suchasna-zarubizhna-proza/de-zh-ty-divsya-svite-mij-prekrasnyj/,https://book-ye.com.ua//upload/resize_cache/iblock/723/230_355_1/84df1502_ca24_11ec_816f_0050568ef5e6_bafabdb4_ca25_11ec_816f_0050568ef5e6.jpg
Експансія. Книга 3. Брама Абаддона,Джеймс С. А. Корі,Художня література,/catalog/kosmichna-fantastyka/ekspansiya-knyha-3-brama-abaddona/,https://book-ye.com.ua//upload/resize_cache/iblock/7ba/230_355_1/94c3a6b3_5cd4_11ec_815d_0050568ef5e6_e3f048ad_5cd5_11ec_815d_0050568ef5e6.png
Голоси Памано,Жауме Кабре,Художня література,/catalog/zarubizhna-klasyka/golosy-pamano/,https://book-ye.com.ua//upload/resize_cache/iblock/500/230_355_1/350e51e7_6ffe_11ed_8176_0050568ef5e6_22268d94_6fff_11ed_8176_0050568ef5e6.jpg
Шлях домогосподаря. Том 1,Ооно Косуке,Художня література,/catalog/manga/shlyakh-domohospodarya-tom-1/,https://book-ye.com.ua//upload/resize_cache/iblock/daa/230_355_1/6d94f2ab_64bb_11ed_8175_0050568ef5e6_01763d6d_64bc_11ed_8175_0050568ef5e6.jpg
Шафа,Ольга Токарчук,Художня література,/catalog/suchasna-zarubizhna-proza/shafa/,https://book-ye.com.ua//upload/resize_cache/iblock/91a/230_355_1/edd523a1_813e_11ed_8177_0050568ef5e6_e57b7ec9_813f_11ed_8177_0050568ef5e6.jpg
Сокіл,Ізабелла Мальдонадо,Художня література,/catalog/mistychnyj-detektyv/sokil/,https://book-ye.com.ua//upload/resize_cache/iblock/0ba/230_355_1/e28cbae2_98a6_11ed_8178_0050568ef5e6_62a596eb_98a8_11ed_8178_0050568ef5e6.jpg
Колекціонер (Класика),Джон Фаулз,Художня література,/catalog/zarubizhna-klasyka/kolektsioner-klasyka/,https://book-ye.com.ua//upload/resize_cache/iblock/fb9/230_355_1/bca079be_31ad_11ec_8152_0050568ef5e6_8c38db2d_dce5_11ec_8170_0050568ef5e6.jpg
Опівнічна бібліотека,Метт Гейґ,Художня література,/catalog/fantastyka/opivnichna-biblioteka/,https://book-ye.com.ua//upload/resize_cache/iblock/ce0/230_355_1/c0bebd97_d8c2_11eb_814e_0050568ef5e6_c0c914aa_a149_11ed_817a_0050568ef5e6.jpg
Бестіарій,Хуліо Кортасар,Художня література,/catalog/korotki-istoriyi/bestiarij/,https://book-ye.com.ua//upload/resize_cache/iblock/8bf/230_355_1/2765db00_9b06_11ed_817a_0050568ef5e6_bcad5c1d_9b08_11ed_817a_0050568ef5e6.jpg
Уроки хімії. Вечеря о шостій,Бонні Гармус,Художня література,/catalog/suchasna-zarubizhna-proza/uroky-khimiyi-vecherya-o-shostij/,https://book-ye.com.ua//upload/resize_cache/iblock/fd8/230_355_1/31631b1c_7260_11ed_8176_0050568ef5e6_42b7cbd2_7262_11ed_8176_0050568ef5e6.jpg
Начерки сталі. Книга 3. Битва безсмертних,Аркадій Саульський,Художня література,/catalog/fentezi/nacherky-stali-knyha-3-bytva-bezsmertnykh/,https://book-ye.com.ua//upload/resize_cache/iblock/f91/230_355_1/5de0dc52_98a4_11ed_8178_0050568ef5e6_f3a5a930_98a5_11ed_8178_0050568ef5e6.jpg
Сто років самотності (Зібрання творів),Габріель Гарсія Маркес,Художня література,/catalog/zarubizhna-klasyka/sto-rokiv-samotnosti-zibrannya-tvoriv/,https://book-ye.com.ua//upload/resize_cache/iblock/881/230_355_1/ab18aee8_131c_11ed_8173_0050568ef5e6_11c4b935_131e_11ed_8173_0050568ef5e6.jpg
Випадкові наречені,Кристина Лорен,Художня література,/catalog/suchasna-zarubizhna-proza/vypadkovi-narecheni/,https://book-ye.com.ua//upload/resize_cache/iblock/ca7/230_355_1/2c865e4c_c46a_11eb_814a_0050568ef5e6_4d4831a5_c46b_11eb_814a_0050568ef5e6.jpg
Нікелеві хлопці,Колсон Вайтхед,Художня література,/catalog/suchasna-zarubizhna-proza/nikelevi-khloptsi/,https://book-ye.com.ua//upload/resize_cache/iblock/7e1/230_355_1/4d2c68a3_caab_11ec_816f_0050568ef5e6_a6b6ffeb_caac_11ec_816f_0050568ef5e6.jpg
П'ять ночей із Фредді. Книга 1. Срібні очі,Скотт Коутон,Художня література,/catalog/fantastyka/p-yat-nochej-iz-freddi-knyha-1-sribni-ochi/,https://book-ye.com.ua//upload/resize_cache/iblock/9f1/230_355_1/612d85f4_0c13_11ed_8173_0050568ef5e6_56927a6d_0c15_11ed_8173_0050568ef5e6.jpg
Хто ти такий?,Артем Чех,Художня література,/catalog/suchasna-ukrayinska-proza/khto-ty-takyj/,https://book-ye.com.ua//upload/resize_cache/iblock/b1c/230_355_1/62269995_0cbf_11ec_8150_0050568ef5e6_d43ced5b_0cbf_11ec_8150_0050568ef5e6.jpg
Колиска для кішки (Класика),Курт Воннеґут,Художня література,/catalog/zarubizhna-klasyka/kolyska-dlya-kishky-klasyka/,https://book-ye.com.ua//upload/resize_cache/iblock/767/230_355_1/e1c56080_0822_11ed_8173_0050568ef5e6_eaba2ff3_0823_11ed_8173_0050568ef5e6.jpg
Небезпечне вчення,Андрій Павловський,Художня література,/catalog/korotki-istoriyi/nebezpechne-vchennya/,https://book-ye.com.ua//upload/resize_cache/iblock/c51/230_355_1/eae61470_5689_11ed_8175_0050568ef5e6_75d6a98c_568b_11ed_8175_0050568ef5e6.jpg
